text,label,rationale,tokens
కె. సి. ఆర్. గారు మీకు ఉన్నతమైన దైర్యము లో 1 శాతం ఐనా ఎపి సిఎం కి వుంటే బాగుండే,0,,"['కె.', 'సి.', 'ఆర్.', 'గారు', 'మీకు', 'ఉన్నతమైన', 'దైర్యము', 'లో', '1', 'శాతం', 'ఐనా', 'ఎపి', 'సిఎం', 'కి', 'వుంటే', 'బాగుండే']"
నిర్మలా సీతారామన్ గారిణి ఆలా ఆనదం టప్పు,0,,"['నిర్మలా', 'సీతారామన్', 'గారిణి', 'ఆలా', 'ఆనదం', 'టప్పు']"
అని కె. సి. ఆర్ అన్నారు.,0,,"['అని', 'కె.', 'సి.', 'ఆర్', 'అన్నారు.']"
రాజు సర్ మీరూ ఇండియన్ ఆర్మీ సర్ మీరూ.,0,,"['రాజు', 'సర్', 'మీరూ', 'ఇండియన్', 'ఆర్మీ', 'సర్', 'మీరూ.']"
"నన్ను ఏమీ అడగవద్దు, నాకు ఏదో కావాలి.",0,,"['నన్ను', 'ఏమీ', 'అడగవద్దు,', 'నాకు', 'ఏదో', 'కావాలి.']"
क्तर हैं क्या क्रिया में क्या क्रिया हैं ।,0,,"['क्तर', 'हैं', 'क्या', 'क्रिया', 'में', 'क्या', 'क्रिया', 'हैं', '।']"
మొదటి పార్టీ తరువాత పోకుండా చుస్కో,0,,"['మొదటి', 'పార్టీ', 'తరువాత', 'పోకుండా', 'చుస్కో']"
ఎన్నికలు కి ముండు ఎన్ని హామెలిన్ ఇచిందీ TRS అవ్వాని ఎమాయినయి నువ్వు చెస్తే చమాత్కర్ వెరెవల్లు చెస్తే బాలాత్కరన్నట్టు ఉమ్డి,0,,"['ఎన్నికలు', 'కి', 'ముండు', 'ఎన్ని', 'హామెలిన్', 'ఇచిందీ', 'TRS', 'అవ్వాని', 'ఎమాయినయి', 'నువ్వు', 'చెస్తే', 'చమాత్కర్', 'వెరెవల్లు', 'చెస్తే', 'బాలాత్కరన్నట్టు', 'ఉమ్డి']"
సిఎం గడికి మెంటల్ అకిండి,0,,"['సిఎం', 'గడికి', 'మెంటల్', 'అకిండి']"
ఆర్థర్ గారు పార్టీ మర్చిపోవడానికి కొంత సమయం వరకు వేచి ఉండండి.,0,,"['ఆర్థర్', 'గారు', 'పార్టీ', 'మర్చిపోవడానికి', 'కొంత', 'సమయం', 'వరకు', 'వేచి', 'ఉండండి.']"
ఒరి శంకరి నేకు పార్టీ జీతం ఎస్తుంది కాని మకు జబ్స్ ఎస్తులేదు రా,0,,"['ఒరి', 'శంకరి', 'నేకు', 'పార్టీ', 'జీతం', 'ఎస్తుంది', 'కాని', 'మకు', 'జబ్స్', 'ఎస్తులేదు', 'రా']"
జెడి గారు మీ లాంటి నిజమైన వ్యక్తులు పవన్ గారికి మద్దతు గా ఉన్తే బాగుంటుండి సర్,0,,"['జెడి', 'గారు', 'మీ', 'లాంటి', 'నిజమైన', 'వ్యక్తులు', 'పవన్', 'గారికి', 'మద్దతు', 'గా', 'ఉన్తే', 'బాగుంటుండి', 'సర్']"
నేను పవన్ అన్నకు ఓటు వేస్తాను,0,,"['నేను', 'పవన్', 'అన్నకు', 'ఓటు', 'వేస్తాను']"
"ఇంటర్వ్యూ చూస్తే, ఫలితం చాలా భిన్నంగా ఉంటుంది.................................................................................................................................................................................................",0,,"['ఇంటర్వ్యూ', 'చూస్తే,', 'ఫలితం', 'చాలా', 'భిన్నంగా', 'ఉంటుంది.................................................................................................................................................................................................']"
గాడ్ బ్లెస్ మరియు సమంత్ సిస్టార్,0,,"['గాడ్', 'బ్లెస్', 'మరియు', 'సమంత్', 'సిస్టార్']"
మరియు అక్కడ......................................................................................................................................................................................................,0,,"['మరియు', 'అక్కడ......................................................................................................................................................................................................']"
సమంతా ప్రధాన స్రవంతిలోకి తిరిగి రావడానికి యశోద చాలా మంచి పునరాగమనం అవుతుందని ఆశిస్తున్నాను.,0,,"['సమంతా', 'ప్రధాన', 'స్రవంతిలోకి', 'తిరిగి', 'రావడానికి', 'యశోద', 'చాలా', 'మంచి', 'పునరాగమనం', 'అవుతుందని', 'ఆశిస్తున్నాను.']"
సమంతా స్క్రిప్ట్ ఎంపిక లో నటన పరిధి పాత్రలు చెస్కుంటుండిని ఎంచుకోండి,0,,"['సమంతా', 'స్క్రిప్ట్', 'ఎంపిక', 'లో', 'నటన', 'పరిధి', 'పాత్రలు', 'చెస్కుంటుండిని', 'ఎంచుకోండి']"
నేను ఈ గొప్ప దేశం గురించి మరింత తెలుసుకోవాలనుకుంటున్నాను... నేను మీ ఆరోగ్యం గురించి కూడా మరింత తెలుసుకోవాలనుకుంటున్నాను.,0,,"['నేను', 'ఈ', 'గొప్ప', 'దేశం', 'గురించి', 'మరింత', 'తెలుసుకోవాలనుకుంటున్నాను...', 'నేను', 'మీ', 'ఆరోగ్యం', 'గురించి', 'కూడా', 'మరింత', 'తెలుసుకోవాలనుకుంటున్నాను.']"
సమంతా నటన మరియు పోరాటాలు అద్భుతమైనవి మరియు అద్భుతమైన గా ఉండ్ధి రెండవ సగం మరియు అద్భుతమైనవి,0,,"['సమంతా', 'నటన', 'మరియు', 'పోరాటాలు', 'అద్భుతమైనవి', 'మరియు', 'అద్భుతమైన', 'గా', 'ఉండ్ధి', 'రెండవ', 'సగం', 'మరియు', 'అద్భుతమైనవి']"
సినిమా బ్లాక్ బస్టర్ అందరు చుడాండి సామ్ యాక్టింగ్,0,,"['సినిమా', 'బ్లాక్', 'బస్టర్', 'అందరు', 'చుడాండి', 'సామ్', 'యాక్టింగ్']"
సమంతా యాక్టింగ్ మాత్రమ్ ఇచ్చిపదేశింధి థ్రిల్ చెస్ట్దతి సెకండ్ హాఫ్ అద్భుతమైన ఆంథే,0,,"['సమంతా', 'యాక్టింగ్', 'మాత్రమ్', 'ఇచ్చిపదేశింధి', 'థ్రిల్', 'చెస్ట్దతి', 'సెకండ్', 'హాఫ్', 'అద్భుతమైన', 'ఆంథే']"
నేను నిన్ను ప్రేమిస్తున్నాను మరియు నేను కూడా నిన్ను ప్రేమిస్తున్నాను.... నేను నిన్ను చాలా ప్రేమిస్తున్నాను.,0,,"['నేను', 'నిన్ను', 'ప్రేమిస్తున్నాను', 'మరియు', 'నేను', 'కూడా', 'నిన్ను', 'ప్రేమిస్తున్నాను....', 'నేను', 'నిన్ను', 'చాలా', 'ప్రేమిస్తున్నాను.']"
